"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"4228",4228,654,108,33.2,-15.1,16,0.06,0,-0.21,-32,54,-144,38,618,-307,146,-41.1,111,32,0.22,-0.51,0.77,-306,-41,-70,-437,273,506,-48.22106668,-9.288126826,107.8191361,2,-0.05,0.19,0,-2,-10,19,-546,297,-80,-0.78,-1.93,-82.2,1,-0.05,0.06,-0.03,4,-1,-3,62,601,453,"A"
"17246",17246,161,147,9.78,55.1,23,0.18,0.08,0.43,-20,53,-221,17,519,-458,-44.3,16,-79.7,25,2.44,-1.14,0.94,-240,-34,40,-42,222,642,-114.4795748,-41.74831827,-7.98476563,15,0.24,0.53,-0.46,-61,-137,-12,-545,311,-53,-51.9,48.5,-151,35,-0.71,2.31,-0.2,-339,-22,1,-664,301,359,"E"
"19195",19195,777,-1.96,1.6,-87,5,0.03,0,0,-8,2,50,36,634,-304,0,0,0,35,2.49,-1.03,0.44,152,27,-302,724,-114,-126,37.16268503,-58.90368915,-84.50273249,33,0.74,-0.43,-0.98,-179,117,-241,-551,290,38,157,-8.13,82.9,30,-0.24,0.24,-0.25,164,179,-169,-91,722,797,"E"
"4941",4941,741,122,-43.3,172,17,0.14,0.11,-0.15,49,44,-157,162,615,-292,40.5,-17.4,-8.74,12,2.39,-1.16,0.67,80,-78,-45,721,47,166,55.06061944,-31.40146226,-91.77909377,16,0.11,-0.05,-0.1,-49,83,-126,-536,306,10,0,0,0,39,0.82,2.79,1.08,-314,218,34,-670,161,614,"A"
"7225",7225,449,1.62,4.95,-87,3,0.21,0.03,0,0,7,32,56,619,-332,0,0,0,25,-3.53,2.04,0.03,29,72,-235,675,-115,-250,78.75676077,-27.28556022,-71.03261696,31,0.29,1.08,-0.11,-81,213,-196,-155,586,82,151,9.04,97.6,39,-1.09,3.93,1.41,202,306,-104,-335,806,939,"B"
"11801",11801,565,124,-42.2,165,17,0.1,0.13,-0.16,46,46,-158,174,612,-304,-25.6,-33.7,-29.4,11,0.63,-0.61,0.95,80,-73,-25,685,35,237,31.02981099,-37.78850355,-107.1374808,16,0.24,0.05,-0.2,-58,48,-138,-558,261,58,0,0,0,48,1.32,-1.86,0.05,-59,467,-37,-388,808,651,"C"
"16987",16987,151,154,7.65,53.9,25,0.16,0.1,0,-17,52,-239,41,473,-519,-84.2,-34.8,28.9,30,-0.61,-0.29,0.46,144,-151,-210,667,-55,-250,108.574654,14.79814607,-45.81903823,1,0.21,0.96,-0.39,1,6,-3,-280,548,-38,77,13.5,72.6,8,-0.11,0.03,-0.31,-58,54,-15,-104,703,436,"E"
"8522",8522,709,118,15.5,-3.42,18,0.08,0.11,-0.18,-20,62,-162,25,605,-325,-48.2,23.5,-87.9,26,2.12,-0.93,1.62,-247,-74,15,-169,238,629,67.56574841,80.83244544,-29.75316086,5,0.16,-0.29,-0.51,37,32,-15,-187,595,-70,-44.1,23.9,-172,40,0.98,-2.39,-0.54,-379,-100,52,-664,100,457,"B"
"6882",6882,364,1.6,6.08,-91.8,3,0.06,0,-0.02,-16,1,19,17,607,-304,77.3,-7.57,63.8,21,2.14,-1.08,0,-109,170,-16,242,311,505,33.09460697,23.85752548,115.7331222,7,0,0.06,-0.07,16,22,62,-487,340,90,138,0.05,108,43,0.13,-1.99,-0.36,-9,389,-170,-362,752,611,"B"
"8154",8154,694,115,17.8,-6.77,17,0.19,0.11,-0.16,-23,61,-156,12,601,-302,-43.7,35.2,-102,28,0.48,-0.74,0.98,-272,-43,-22,-405,325,571,97.26818795,33.34306524,47.59705341,12,-0.18,0.95,-0.1,40,101,56,-280,559,-87,16.1,33,-91.2,23,0.74,-2.3,-0.59,-172,143,50,-420,769,675,"B"
"9918",9918,267,1.47,3.05,-88.3,2,-0.1,0,-0.03,-8,4,17,38,571,-432,142,-4.63,-95.7,51,-2.17,1.03,0.2,-21,-38,-493,-165,-248,-516,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-171,11.9,113,35,0.19,-0.83,0,-98,273,189,-718,1200,-589,"C"
"12357",12357,731,121,14,3.69,18,0.11,0.1,-0.2,-23,62,-165,31,600,-337,-38.9,25.1,-83.5,28,1.81,-1.12,1.35,-274,-53,6,-173,259,623,-107.5,-44,21.4,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,-34.9,46.2,-126,39,-0.32,1.11,0.1,-384,-33,30,-691,342,505,"C"
"8689",8689,749,125,-43.7,168,18,0.1,0.11,-0.18,53,44,-164,169,611,-304,8.89,-52.4,-20.6,30,-0.08,-0.48,0.84,168,-130,-200,722,-86,-215,52.55307068,-29.80552481,-95.04682413,17,0.16,0.08,-0.21,-48,82,-133,-550,284,51,0,0,0,42,1.22,-1.11,0.15,-331,236,26,-696,223,599,"B"
"14497",14497,485,1.03,3.54,-87.3,4,-0.02,0,0.02,-13,1,39,45,625,-315,0,0,0,16,-2.04,0.51,-0.18,43,131,66,572,61,402,76.17638673,-45.53772499,-61.21528391,32,0.1,-0.31,-0.46,-137,215,-179,-427,418,106,157,33.1,151,31,1.04,-2.86,0.28,-152,216,-155,-673,302,558,"D"
"14294",14294,394,1.38,6.75,-93.4,3,0.11,0,-0.05,-20,5,20,-3,606,-302,69.7,4.62,119,32,-0.06,0.03,-0.11,-267,120,-99,-311,322,544,101.3631675,19.28481162,51.53358515,4,-0.05,0.05,0.11,7,31,18,-515,343,-11,147,39.3,114,42,-0.03,-1.41,-0.49,-122,342,-190,-567,618,567,"D"
"3992",3992,633,1.82,5.69,-87.6,3,0.02,0.02,0,-13,2,30,64,579,-406,83.3,45,95.4,30,-0.03,0.02,0.05,-223,155,-119,-375,198,594,13.72948319,-58.24691607,96.81093182,39,0.11,-0.05,-0.05,-209,52,313,-426,238,311,-152,-70.3,91.5,37,-0.56,-0.16,0.34,-60,287,206,-437,951,-367,"A"
"13434",13434,134,119,16.3,-2.59,18,0.11,0.11,-0.16,-21,63,-164,22,592,-333,-38,-5.74,-43.4,7,1.43,-1,0.64,-15,-32,56,461,180,454,109.2,41.5,-22.4,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,13.6,63.8,-61.4,34,0.1,0.95,0.56,-307,109,41,-621,601,576,"D"
"7883",7883,636,127,-43.4,164,18,0.08,0.11,-0.16,50,41,-160,170,607,-303,-15,-62,-5.93,27,-2.04,0.06,0.97,103,-108,-220,671,-82,-313,114.0433542,4.902433607,-42.71872599,23,-0.24,0.67,0.08,11,204,-93,-271,515,139,0,0,0,43,0.82,1.49,0.85,-15,422,-1,-195,807,721,"B"
"917",917,184,117,17.9,-3.75,18,0.08,0.13,-0.25,-25,62,-159,19,610,-325,-91.5,-15.2,-63.6,15,-2.18,-0.02,1.15,-111,-73,55,320,109,578,-43.92762838,-31.44546088,101.7066646,3,-0.24,0.16,0.31,-8,-11,22,-505,358,-175,14.8,1.46,-73,16,0,-0.37,-0.36,-81,134,29,-135,749,586,"A"
"13036",13036,111,121,25.2,-5.94,19,-0.5,-0.02,-0.51,-41,68,-173,10,587,-363,106,-7.13,6.48,39,2.07,-1.65,0.21,371,16,94,710,150,141,0.994217217,30.28694237,126.7753345,10,0.58,-0.08,-0.15,30,1,96,539,-513,-67,154,49.4,163,30,0.08,-0.22,0.05,-176,120,-197,-698,266,451,"D"
"14444",14444,482,0.83,3.91,-87.6,4,-0.03,0,-0.02,-9,3,43,46,638,-313,0,0,0,35,0.06,-0.05,-0.03,-255,174,-157,-302,456,422,56.26516104,-48.13517833,-78.65011965,30,0.35,0.16,-0.33,-138,159,-211,-531,306,82,171,38.9,-173,28,0.47,-3.05,0.1,-183,24,-198,-578,-87,358,"D"
"1456",1456,209,121,-43.9,174,17,0.13,0.11,-0.16,51,42,-157,169,613,-306,9.62,5.5,-34.5,5,2.36,-1.16,0.36,25,-38,-15,642,97,300,53.85349976,-33.74680664,-91.41448346,16,0.14,0.13,-0.15,-51,79,-122,-547,280,44,0,0,0,48,0.56,2.12,0.89,-143,446,16,-420,818,742,"A"
"19289",19289,780,0.33,6.67,-88.4,5,0.06,0.02,0.02,-23,1,48,54,633,-301,0,0,0,14,0.06,-0.03,-0.07,4,131,-32,473,154,483,52.19034611,-52.19034611,-78.83316713,29,0.37,0.11,-0.41,-142,142,-202,-526,306,70,134,-4.77,83.6,33,0.24,-0.37,-0.03,159,204,-190,-72,716,688,"E"
"12987",12987,109,121,25.2,-5.04,19,-0.45,-0.03,-0.46,-31,68,-166,10,591,-361,54.2,-19.9,61.8,23,-2.75,0.56,-0.28,180,6,130,310,239,544,1.08974971,28.72639102,128.3313973,9,0.21,0.02,-0.21,26,1,88,543,-499,-71,123,-1.46,87.8,34,0.16,0.1,0.16,114,265,-164,-190,763,668,"D"
"4274",4274,656,112,29.8,-12.6,17,0.05,0.1,-0.23,-28,63,-156,30,612,-331,157,-54.7,90.7,32,0.27,-0.5,0.77,-301,-44,-79,-422,283,504,-85.24662946,-12.94306452,70.14785703,5,0.05,0.16,-0.03,-6,-35,30,-546,305,-137,0.49,-1.46,-82.1,1,-0.06,0.06,-0.07,5,5,-8,77,607,440,"A"
"19202",19202,777,-1.83,2.6,-87.2,5,0.08,0,-0.02,-11,1,43,44,633,-298,0,0,0,24,3.6,-2.18,0.71,-114,187,-96,582,189,317,41.76198175,-54.34851735,-85.36950619,30,-0.08,0.45,0,-153,120,-223,-560,254,45,156,-6.74,83,30,0.02,0.05,-0.03,173,178,-164,-68,705,791,"E"
"6059",6059,243,2.16,2.56,-88.5,1,-0.05,0,0.02,-4,5,13,31,562,-439,84.9,12.1,114,30,0.31,-0.05,-0.08,-221,158,-100,-386,297,532,35.18044712,100.8095744,41.94360681,23,0.21,-0.1,-0.28,189,77,91,297,401,330,177,22.2,86.1,40,-0.02,1.99,0.54,88,336,185,-255,857,-400,"B"
"12851",12851,21,1.02,6.66,-93.1,3,0.1,0,0,-19,6,25,3,606,-313,56.7,-29.4,51.6,12,-2.3,0.93,-0.57,-28,109,-11,521,59,455,93.74534512,12.43282937,61.71400303,5,0.05,0.16,0.03,6,39,28,-499,363,-11,144,49.8,125,36,0.14,2.28,1.15,-116,291,-160,-665,499,646,"D"
"1864",1864,227,2.05,4.12,-87.6,3,-0.02,0,-0.02,-8,4,24,50,567,-431,116,-52.2,-58.4,42,-2.38,0.18,0,160,19,-374,546,-164,-388,102.5034456,51.86919975,15.44652858,6,0.37,-0.1,-0.13,29,50,9,-265,408,308,-145,13.4,-37.7,25,-0.13,-1.04,0.25,140,-156,136,203,-660,-21,"A"
"18406",18406,584,159,-33.8,146,26,0.13,0.13,-0.21,66,51,-236,144,492,-505,-36.7,-51.9,-4.52,17,1.85,-0.83,0.54,108,-83,-89,753,-5,78,73.02687476,-17.67354988,-80.95137238,20,0.14,-0.1,-0.23,-34,129,-140,-473,397,49,0,0,0,45,1.01,2.5,1.36,-307,321,-5,-703,387,581,"E"
"14054",14054,295,-6.4,2.22,-87,5,0.06,-0.02,0.08,-9,2,47,31,587,-377,90.2,5.2,98.3,32,3.56,-0.71,0.23,-239,190,-52,-219,305,617,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-177,8.29,118,44,0.03,-2.3,0.02,-144,349,210,-937,1350,-674,"D"
"3997",3997,633,1.95,5.56,-87.6,3,-0.02,0.02,0,-10,4,26,61,572,-419,82.4,44.4,95.2,30,0.02,0.05,-0.11,-222,154,-121,-367,199,598,12.80649144,-58.32883589,96.98960948,38,0.06,-0.02,-0.07,-207,48,310,-436,236,316,-154,-69.5,93.9,37,-0.19,-0.26,0.28,-55,283,216,-445,947,-369,"A"
"15118",15118,580,127,-49.3,169,17,0.31,0.26,0.11,38,39,-160,188,593,-340,-14.6,-20.8,-41.1,12,-1.24,-0.21,0.72,-19,-54,104,474,97,478,55.56499617,-28.89739648,-92.78589949,17,0.14,0.1,-0.03,-47,87,-132,-535,295,55,0,0,0,44,1.17,-1.48,0.05,-317,286,-15,-704,371,556,"D"
"13997",13997,293,-19.4,-1.87,-88.8,8,0.14,0.16,0.66,-25,-6,77,-10,648,-269,93.6,3,96.2,31,3,-0.58,0.02,-223,198,-33,-200,304,598,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-172,14,107,49,-0.27,-4.56,-0.69,-212,391,186,-918,1430,-752,"D"
"17933",17933,403,1.43,3.4,-88.6,3,0.02,0,-0.02,-8,3,29,34,580,-418,57.7,-18.3,48.8,18,-1.73,0.5,-0.05,34,149,80,467,55,492,86.8008608,13.02476652,68.56336639,6,-0.31,0.21,-0.11,8,47,39,-477,182,277,-76.8,41,163,36,-0.19,-0.19,0.21,-189,196,225,-1270,1430,-949,"E"
"12050",12050,718,118,13.9,-1.37,18,0.08,0.11,-0.16,-18,61,-162,26,600,-316,-39.5,8.56,-76.4,22,2.01,-1.09,0.56,-210,-27,54,55,260,612,-102.9,-50,19,6,0.02,0.26,-0.05,-28,-50,11,-452,415,-8,-34,28.1,-162,31,0.96,-3.44,-0.71,-300,-52,43,-693,230,513,"C"
"1278",1278,202,121,-43.6,173,17,0.13,0.11,-0.15,46,45,-157,165,610,-302,-9.51,-31.6,-34.4,29,0.31,-0.58,0.95,167,-137,-187,723,-90,-203,47.7355087,-37.63681189,-94.17678728,17,-0.03,0.06,0.1,-60,75,-132,-555,289,41,0,0,0,50,0.77,2.52,0.66,-242,426,22,-628,646,660,"A"
"19410",19410,822,140,19.4,17.7,24,-0.42,-0.05,-1,-50,66,-220,0,528,-460,111,23.3,75.8,24,-4.87,1.09,-0.34,12,69,221,130,294,580,-11.90211897,20.65628314,133.1530341,9,0.71,0.13,-0.44,19,-11,90,574,-458,-51,171,23.3,-123,24,0.71,-4.06,-1.79,4,-93,-215,-240,-576,-97,"E"
"8456",8456,707,116,16.8,-6.09,18,0.02,0.14,-0.18,-21,62,-160,16,605,-318,-51.4,32.2,-110,31,-0.59,-0.35,0.77,-297,-55,-21,-396,305,546,-56.84586499,-84.45701764,-39.93250602,3,-0.13,0.05,0.08,-25,-18,-13,-409,473,-73,-55.3,-3.53,153,50,0.32,-1.3,-0.16,-390,-295,11,-299,-507,35,"B"
"7746",7746,535,117,-51.5,-176,17,0.32,0.11,-0.03,45,44,-151,216,592,-318,22.1,2.68,-3.87,8,2.59,-1.51,1.25,-61,-13,40,466,211,431,116.7422532,9.743448942,-39.00967694,23,-0.02,0.43,0.11,22,208,-86,-232,544,138,0,0,0,53,1.73,-1.3,0.25,-44,515,5,-244,814,694,"B"
"1128",1128,194,124,-41.5,162,17,0.14,0.11,-0.16,50,42,-152,163,615,-296,-91.5,44.3,-139,24,0.26,-0.37,0.74,-230,-44,7,-154,263,644,45.91045433,-32.29738309,-99.43107683,17,0.05,0.11,0.16,-53,74,-140,-566,237,43,0,0,0,42,0.66,1.06,0.31,-44,409,-63,-149,739,405,"A"
"14875",14875,569,124,-41.8,165,18,0.13,0.11,-0.16,46,45,-159,161,612,-302,-15.9,39.5,-85.4,29,0.71,-0.77,1.21,-284,-35,-36,-332,363,525,46.75042837,-30.10118313,-100.1021033,17,0.16,0.06,-0.15,-50,76,-142,-564,244,85,0,0,0,46,0.58,2.22,0.54,-101,441,-15,-315,820,677,"D"
"5999",5999,87,124,25,-1.63,20,-0.39,-0.1,-0.44,-47,72,-179,-2,578,-367,133,18.1,110,13,-2.39,1.14,-0.46,-2,67,113,-286,409,480,-72.48744025,-31.18084267,75.16343834,10,0.61,-1.03,0.33,-31,-67,69,282,-686,-184,179,49.5,-120,22,1.22,-3.98,-1.57,-51,-97,-189,-235,-523,146,"B"
"14431",14431,482,0.96,4.06,-87.5,4,0.06,0.02,0,-16,3,40,47,632,-306,0,0,0,35,0.02,-0.06,0.1,-254,175,-154,-289,440,429,52.26063786,-51.47867963,-79.38496923,30,0.51,0,-0.52,-145,147,-210,-543,278,92,142,19.4,118,32,0.27,-0.26,0.2,-105,247,-157,-593,646,694,"D"
"3240",3240,406,0.4,5.05,-87.9,5,0.02,0,-0.02,-17,2,45,43,638,-303,0,0,0,37,0.02,-0.02,0.03,-274,153,-177,-407,414,431,50.08211138,-51.27597345,-81.42013464,29,0.34,0.19,-0.36,-141,138,-209,-522,331,49,54.9,-47.8,159,33,0.03,-0.11,0,227,110,-200,122,559,653,"A"
"15035",15035,576,125,-41.8,166,18,0.11,0.11,-0.18,51,42,-159,165,610,-304,-56.3,-65,27.3,28,-0.05,-0.5,0.87,155,-128,-187,747,-47,-136,66.94541863,-18.88524321,-86.54035567,20,0.22,0.13,-0.16,-36,119,-146,-503,369,23,0,0,0,43,0.95,2.71,1.31,-321,269,5,-707,304,583,"D"
"12098",12098,720,120,13.7,0.65,18,0.13,0.13,-0.18,-19,62,-165,29,602,-323,-94.1,-23.7,55.1,39,0.82,-0.8,0.98,110,-148,-339,434,-119,-468,-107.5,-37.8,30.4,6,0.03,0.27,0,-21,-50,17,-447,420,-15,1.66,28.2,-110,28,-1.08,2.57,-0.08,-250,96,49,-597,671,716,"C"
"3582",3582,419,1.1,3.63,-88,4,-0.11,-0.02,-0.05,-13,7,33,39,628,-320,0,0,0,37,0,-0.02,-0.03,-277,153,-180,-428,412,415,54.19104301,-51.51092846,-77.66909973,31,0.34,-0.02,-0.67,-149,156,-212,-484,395,-23,67,14.1,98.4,38,-0.48,3.69,-0.11,174,298,-149,-390,797,816,"A"
"17109",17109,156,134,10.5,47.9,18,0.05,0.21,0.43,-21,58,-168,38,585,-360,-49.1,31.5,-104,33,0.1,-0.26,0.33,-314,-80,-44,-374,246,603,-106.8809912,-45.8120311,-19.06949527,13,0.18,0.59,-0.51,-56,-111,-24,-527,334,-48,-66.3,18.7,-176,46,-0.37,2.2,0.52,-404,-202,-5,-555,-168,169,"E"
"5641",5641,72,124,26.3,-1.29,19,-0.45,-0.02,-0.46,-41,67,-174,3,583,-370,-135,-10.1,38.2,50,-0.71,-0.08,0.1,393,-143,-257,517,-128,-448,-22.90429367,21.84587947,125.152138,10,0.5,-0.06,-0.26,21,-22,92,513,-541,-85,123,32.7,113,36,0.66,-2.36,-0.51,1,322,-147,-519,749,710,"B"
"16497",16497,36,9.35,4.8,-91.7,3,-0.08,0.05,0.2,-17,2,-18,10,543,-422,78.2,-33.9,37.2,12,-4.22,1.69,-0.94,0,112,30,659,-22,309,-123.7552026,0,-33.32443011,3,-0.1,0.08,0,0,-26,-9,-607,174,-28,177,47.8,-151,23,-0.55,4.01,1.12,-126,24,-190,-556,-152,364,"E"
"9004",9004,807,2.15,2.51,-88.6,1,-0.14,0.02,0.02,-7,3,11,32,558,-435,85.7,5.25,106,31,-2.55,0.72,-0.25,-214,217,-1,-299,299,577,36.23503785,85.11782635,58.91569869,21,0.72,-0.71,-0.71,157,74,116,145,387,403,175,22.9,-132,44,0.1,1.64,0.87,-257,-209,277,-413,-231,82,"B"
"18174",18174,507,-3.51,-0.23,-84.5,4,0,-0.27,-0.59,-9,-27,22,59,617,-326,0,0,0,36,-0.1,0.05,0.02,-258,164,-173,-320,402,471,70.24118039,-45.78731869,-67.16241784,30,-0.26,0.98,0.52,-130,190,-183,-503,339,73,145,14.8,140,27,-1.17,5.67,-0.16,109,213,-114,-671,476,800,"E"
"18918",18918,623,143,23.8,16.7,24,-0.64,0.05,-0.03,-49,74,-223,10,515,-471,96.6,-24.6,95.9,19,2.81,-1.86,0.61,7,96,162,57,362,567,-13.8325659,17.05298799,135.0355986,10,0.47,0.02,-0.11,16,-13,92,559,-480,-17,139,3.84,89.2,39,0.39,0.98,0.39,28,344,-165,-223,770,658,"E"
"16537",16537,38,-4.68,7.31,-92.7,3,0.22,0.1,0.56,-24,2,23,13,616,-253,76.1,-2.36,86.3,26,-2.28,0.87,-0.34,-187,172,52,25,296,586,-110.7148718,0,46.3647609,2,0.27,-0.67,-0.13,0,-14,7,-571,262,-24,-163,42.5,-108,29,-0.02,2.95,1.05,-96,-151,-223,-290,-480,148,"E"
"18293",18293,512,5.82,-2.79,-80.5,4,0.39,-0.08,-0.13,-6,30,25,96,587,-409,0,0,0,27,3.52,-1.75,0.82,12,111,-237,740,6,106,36.24696197,-65.03559095,-79.30747625,31,1.03,-0.61,-1.35,-181,106,-213,-521,313,80,169,30.8,-129,43,0.43,-1.99,-0.15,-33,-352,-236,-263,-480,159,"E"
"16820",16820,128,139,26.4,7.42,21,-0.24,-0.06,-0.11,-9,71,-196,-26,501,-486,24.8,23.6,-122,9,0.37,-0.18,-0.69,34,29,75,-459,343,425,-56.59567022,-1.758200716,100.4498223,12,1,-0.11,-0.43,-2,-61,96,446,-597,-81,134,-9.65,96.9,38,0.03,-0.53,-0.26,40,321,-183,-188,751,577,"E"
"16222",16222,26,7.65,2.01,-92.6,2,-0.13,-0.05,0.15,-3,9,-14,-9,552,-407,62.4,-57.8,18.7,16,-2.6,0.4,0.34,56,11,-145,772,-228,79,82.67988383,6.135241634,74.02239482,5,-0.19,0.8,0.23,3,36,33,-519,339,-12,134,11.6,93.5,39,0.05,1.08,0.05,17,322,-214,-351,719,516,"E"
"14279",14279,393,1.35,6.71,-93.6,3,-0.02,0,0,-20,2,25,-1,600,-310,69.2,4.86,118,32,-0.21,0.1,-0.05,-269,123,-103,-347,325,539,122.851582,32.97533162,8.842691608,3,-0.21,-0.21,-0.02,11,32,3,-507,361,-18,178,56,169,27,-0.1,2.59,0.82,-165,120,-170,-691,229,577,"D"
"4669",4669,674,119,16.2,-0.02,18,0.22,0.1,-0.08,-20,64,-161,39,599,-330,-35.9,12.1,-87.1,24,1.99,-1.28,1.02,-230,-41,29,-71,255,622,-18.96500867,-12.60100559,134.2244596,3,-0.05,0.16,-0.05,-4,-6,31,-494,366,-179,-41.9,13.4,179,50,0.5,-0.47,0.23,-444,-196,3,-559,-172,218,"A"
"17554",17554,298,1.6,5.33,-87,3,0,0,-0.05,-18,3,26,74,581,-424,87.1,2.33,95.9,35,-3.97,1.08,-0.64,-266,214,9,-78,257,641,77.55936135,14.04897018,77.55936135,2,0.13,0.19,-0.15,3,15,15,-533,94,252,176,0.3,117,35,-0.03,0.35,0.26,-121,247,212,-704,1130,-482,"E"
"10640",10640,455,0.35,3.29,-87.8,5,0,-0.02,-0.05,-17,4,47,49,633,-304,0,0,0,44,1.93,-1.22,0.62,-334,261,-59,-362,434,408,65.75332222,-53.72317748,-64.82631361,28,1.09,-0.45,-1.3,-139,166,-164,-474,361,125,166,7.26,156,29,0.58,-2.68,-0.23,-5,238,-153,-603,635,747,"C"
"10148",10148,277,1.4,2.82,-87.4,3,0,0,0.02,-5,0,24,53,568,-439,86.7,-31.4,37,15,2.97,-0.93,0.66,33,132,-67,628,84,291,57.58049005,4.18976477,-99.3072385,2,0.42,0.24,-0.05,1,13,-20,-481,213,250,-178,13.8,25.7,37,-0.37,-3.52,-0.2,131,281,190,255,204,-180,"C"
"5967",5967,86,121,26.2,-4.67,18,-0.39,-0.03,-0.41,-38,69,-163,-9,597,-340,109,1.65,-61.6,51,-2.33,1.72,-0.31,291,-203,-353,341,-208,-531,-8.625136947,31.27315196,124.560352,8,0.88,0.39,-1.15,25,-7,77,550,-493,-63,134,23,114,38,-0.08,3.21,1.31,23,356,-109,-603,722,872,"B"
"118",118,16,1.27,7.33,-94.1,3,0,0,0,-19,8,22,-2,604,-312,-133,16.4,-163,34,0.02,0,-0.02,-288,110,-122,-369,337,507,13.04835112,-70.10639112,-85.26057697,37,-0.02,0,0,-233,47,-272,-561,296,-67,22.3,-63.4,-146,36,0,0,-0.03,190,204,-216,-4,648,464,"A"
"14915",14915,571,124,-42,166,18,0.11,0.11,-0.16,47,44,-159,159,606,-303,-10.3,-32.4,-20.8,10,-2.34,0.13,0.33,42,-84,-11,722,-8,171,67.28843143,-23.05601318,-84.48823615,20,0.4,0.56,-0.15,-44,120,-144,-486,380,29,0,0,0,42,0.39,2.14,0.51,-12,411,-13,-173,805,706,"D"
"10300",10300,371,1.03,6.36,-92.8,3,0.05,-0.02,0,-16,5,21,6,599,-298,73,-17.8,75.3,20,2.65,-1.27,0.51,-112,149,58,267,185,568,-88.70356412,-56.20852038,34.60143768,2,0.03,0.13,0.03,-11,-16,7,-586,223,-8,149,-2.2,110,41,0.16,-0.85,-0.05,60,322,-225,-254,709,451,"C"
"10929",10929,466,0.82,4.56,-87.9,5,-0.08,-0.02,0.03,-18,2,46,52,632,-305,0,0,0,35,0.8,-0.29,-0.62,-262,204,-98,-404,439,380,44.79861903,-56.02870207,-81.53788956,28,0.11,0.24,0.18,-146,119,-200,-542,271,80,130,4.9,103,43,-0.42,3.15,0.48,109,365,-184,-380,778,735,"C"
"16144",16144,7,137,-39.8,140,18,-0.24,0.11,-0.16,53,39,-159,191,599,-327,-39.1,21.8,-103,28,-1.08,-0.18,0.77,-263,-6,61,-275,330,563,116.2451212,24.43493629,-32.03371675,27,0.71,-0.5,-0.41,63,239,-82,-76,588,104,0,0,0,46,0.32,2.75,1.87,-11,453,5,-262,831,840,"E"
"13220",13220,118,120,25.5,-6.33,19,-0.48,-0.02,-0.39,-41,68,-170,9,587,-361,-2.67,33,-29,35,-1.59,0.16,0.33,283,7,197,501,187,461,-32.47878618,14.00671817,121.5027581,10,0.66,-0.18,-0.52,14,-32,94,437,-602,-108,137,39.9,127,34,0.19,-0.24,-0.15,-150,235,-190,-665,498,504,"D"
"1972",1972,231,0.82,3.67,-87.7,3,0.14,0.02,0.03,-9,4,31,50,571,-430,79.7,11.6,106,30,-1.2,0.61,-0.71,-215,186,-83,-298,320,557,-59.77801484,-31.20252321,87.48802933,2,0.03,-0.24,0.08,-6,-11,15,-418,245,305,-180,-18.8,20.2,32,-0.47,3.66,0.49,168,178,195,604,-453,98,"A"
"13648",13648,279,7.85,-0.97,-84.9,2,0.02,0.21,1.13,11,-1,-12,65,491,-526,84.6,-37.2,37.2,15,2.92,-0.82,0.72,43,116,-80,647,14,296,24.48287409,-3.463409169,-132.343026,3,-0.06,-0.21,0.02,-1,7,-28,-504,200,251,-179,13.9,17.7,36,-0.29,-2.41,0.1,210,229,176,316,107,-158,"D"
"471",471,58,123,26.8,-4.14,19,-0.5,-0.03,-0.51,-35,66,-169,-4,587,-370,146,7.18,45.1,30,2.01,-1.43,-0.16,264,60,117,491,298,365,-10.17046284,24.61486571,130.3653806,10,0.59,-0.08,-0.43,24,-10,95,518,-524,-56,94,41.4,81.3,40,-0.27,2.46,0.41,35,360,-154,-520,734,661,"A"
"16570",16570,40,-7.1,3.24,-93.1,2,-0.14,-0.05,-0.3,-5,-1,23,-15,623,-276,80.2,-2.9,78.2,24,2.73,-1.01,-0.34,-146,181,39,57,343,547,102.7699599,25.64651848,46.70472355,16,0.03,-0.51,-0.25,40,135,71,-286,501,120,-153,29.7,-95.3,29,-0.32,-2.76,-1.1,-62,-188,-210,-89,-576,92,"E"
